id,term,positive_score,nagative_score
8845,짜집다,0.00015,0.01217
8846,짝짝,0.00068,0.00039
8847,짠하다,0.0052,0.00079
8848,짤리다,0.00181,0.00353
8849,짧다,0.06445,0.06283
8850,짬뽕,0.00038,0.00157
8851,짬짬이,0.00188,0.00039
8852,짬짬히,0.00045,0.00039
8853,짱짱,0.00724,0.00079
8854,째다,0.00098,0.00118
8855,쩐다,0.00098,0.00118
8856,쩔다,0.00204,0.00196
8857,쪼가리,0.00045,0.00039
8858,쪼개다,0.00113,0.00589
8859,쪼금,0.00121,0.00196
8860,쪼끔,0.00038,0.00118
8861,쪼다,0.00415,0.00942
8862,쫄깃쫄깃,0.00083,0
8863,쫄다,0.00053,0.00196
8864,쫓겨나다,0.00053,0
8865,쫓기다,0.00241,0.00393
8866,쫓다,0.00362,0.00275
8867,쫓아가다,0.00106,0.00157
8868,쫘악,0.00053,0
8869,쫙쫙,0.0006,0.00079
8870,쬐금,0.00083,0.00118
8871,쭈욱,0.00497,0.00196
8872,쭉쭉,0.0049,0.00157
8873,찌개,0.00369,0.00118
8874,찌그러지다,0.00204,0.00668
8875,찌다,0.00151,0.00079
8876,찌들다,0.00128,0.00157
8877,찌르다,0.00678,0.00236
8878,찌질,0.00271,0.00668
8879,찌질이,0.00045,0.00118
8880,찌푸리다,0.00083,0.00314
8881,찍다,0.01613,0.03024
8882,찍히다,0.00384,0.00864
8883,찐하다,0.00151,0.00079
8884,찔끔,0.00181,0.00039
8885,찔리다,0.00226,0.00079
8886,찝다,0.00151,0.00157
8887,찡하다,0.00633,0.00079
8888,찢기다,0.00045,0.00432
8889,찢다,0.00286,0.00668
8890,찢어지다,0.00513,0.01846
8891,찧다,0.00068,0.00353
8892,차감,0.00023,0.00275
8893,차갑다,0.00678,0.00432
8894,차곡차곡,0.00286,0.00157
8895,차근,0.00098,0
8896,차근차근,0.01251,0.00393
8897,차근히,0.00083,0
8898,차기,0.00347,0.00314
8899,차다,0.01402,0.01335
8900,차단,0.00068,0.00118
8901,차라리,0.00671,0.08247
8902,차례,0.00588,0.00471
8903,차리다,0.00784,0.01532
8904,차림,0.00083,0.00118
8905,차마,0.00211,0.00353
8906,차별,0.01613,0.0271
8907,차분히,0.00249,0.00079
8908,차선,0.00151,0.00275
8909,차오르다,0.00151,0.00118
8910,차용,0.00083,0.00196
8911,차원,0.0095,0.01178
8912,차이,0.02819,0.04398
8913,차이다,0.0009,0.00079
8914,차일드,0.00121,0.00039
8915,차지,0.00505,0.01296
8916,차지다,0.00053,0
8917,차차,0.00053,0
8918,차츰,0.00098,0.00118
8919,차치,0.00068,0.00236
8920,차크라,0.00053,0
8921,차트,0.00188,0.00471
8922,착각,0.01168,0.01335
8923,착상,0.00068,0.00118
8924,착실히,0.00045,0.00039
8925,착오,0.00302,0.00353
8926,착착,0.00196,0
8927,착취,0.00324,0.0055
8928,착하다,0.01764,0.01532
8929,찬반,0.00038,0.00079
8930,찬사,0.00422,0.00393
8931,찬성,0.00166,0.00236
8932,찬양,0.00362,0.01296
8933,찬찬히,0.00603,0.00275
8934,찬호,0.00113,0.00079
8935,찬희,0.0006,0
8936,찰나,0.00264,0.00196
8937,찰리,0.00377,0.00039
8938,찰스,0.00362,0.00275
8939,찰지다,0.00121,0.00039
8940,참가,0.00181,0.00079
8941,참견,0.00045,0.00039
8942,참고,0.02925,0.05066
8943,참나,0.0003,0.00157
8944,참다,0.01304,0.03063
8945,참담,0.00075,0.00157
8946,참되다,0.00151,0.00079
8947,참사,0.00106,0.00079
8948,참석,0.00121,0.00157
8949,참신,0.00158,0.00393
8950,참여,0.01085,0.00785
8951,참으다,0.00075,0.00275
8952,참으로,0.0144,0.01217
8953,참전,0.0006,0
8954,참조,0.00166,0.00432
8955,참혹,0.00068,0
8956,참회,0.00053,0.00118
8957,찹다,0.00045,0.00039
8958,창고,0.00143,0.00079
8959,창덕,0.00053,0.00039
8960,창문,0.00226,0.00236
8961,창비,0.00173,0.0055
8962,창업,0.00867,0.00903
8963,창의,0.01387,0.01414
8964,창자,0.00053,0
8965,창작,0.00754,0.00982
8966,창제,0.00136,0.00039
8967,창조,0.00784,0.011
8968,창출,0.00219,0.00118
8969,창피,0.00045,0.00314
8970,찾기,0.00837,0.00118
8971,찾다,0.15045,0.12684
8972,찾아가다,0.01349,0.00628
8973,찾아내다,0.00565,0.00314
8974,찾아다니다,0.00128,0.00079
8975,찾아보다,0.02774,0.02631
8976,찾아오다,0.01055,0.00393
8977,채널,0.00188,0.00236
8978,채다,0.00219,0.00157
8979,채색,0.00158,0
8980,채소,0.00317,0.00196
8981,채식,0.00324,0.00393
8982,채용,0.00121,0.00039
8983,채우다,0.0205,0.03416
8984,채운국,0.00053,0
8985,채워지다,0.00083,0.00039
8986,채찍,0.00196,0.00079
8987,채택,0.00075,0.00157
8988,책방,0.0101,0.01335
8989,책보,0.00075,0.00039
8990,책사,0.00106,0.00118
8991,책상,0.00528,0.00314
8992,책안,0.00143,0.00079
8993,책임,0.02171,0.03495
8994,책임지다,0.00219,0.00393
8995,책자,0.00626,0.00589
8996,책장,0.04266,0.02945
8997,책정,0.00068,0.00668
8998,챈들러,0.00053,0.00118
8999,챕터,0.0141,0.02553
9000,챙기다,0.01832,0.00785
9001,처녀,0.00219,0.00314
9002,처리,0.00528,0.01335
9003,처방,0.00294,0.00275
9004,처벌,0.00143,0.00039
9005,처분,0.00075,0.00393
9006,처세,0.00226,0.00314
9007,처음,0.21135,0.19203
9008,처절,0.00618,0.00353
9009,처지,0.00234,0.00157
9010,처지다,0.0006,0.00275
9011,처참,0.0006,0.00157
9012,처하다,0.00528,0.00314
9013,척도,0.00068,0.00118
9014,척척,0.0009,0.00039
9015,천국,0.00445,0.00393
9016,천기,0.0009,0.00039
9017,천둥,0.0006,0.00039
9018,천로,0.0006,0
9019,천만,0.00083,0.00157
9020,천명관,0.00415,0.00393
9021,천문,0.00241,0.00157
9022,천민,0.0003,0.00118
9023,천박,0.0009,0.00353
9024,천방,0.00053,0
9025,천사,0.00332,0.00628
9026,천성,0.0003,0.00118
9027,천연,0.00121,0.00079
9028,천외,0.00128,0.00079
9029,천자,0.00196,0.00039
9030,천자문,0.011,0.00079
9031,천재,0.02329,0.0216
9032,천제,0.00113,0
9033,천주,0.00128,0.00118
9034,천지,0.00128,0.00275
9035,천진,0.00264,0
9036,천차만별,0.00068,0
9037,천착,0.00045,0.00118
9038,천천히,0.02834,0.0106
9039,천체,0.00158,0.00157
9040,천편,0.00128,0.00157
9041,천하,0.00158,0
9042,철도,0.0006,0.00157
9043,철들다,0.00075,0.00079
9044,철수,0.00053,0.00039
9045,철없다,0.00075,0.00118
9046,철인,0.00038,0.00079
9047,철저,0.00482,0.00628
9048,철저히,0.00271,0.00314
9049,철철,0.00083,0.00118
9050,철학,0.08487,0.08718
9051,첨가,0.0009,0.00236
9052,첨단,0.00166,0.00196
9053,첨부,0.00181,0.00196
9054,첩보,0.0006,0.00118
9055,청각,0.00068,0
9056,청년,0.01206,0.01414
9057,청량,0.00166,0.00039
9058,청부,0.00038,0.00079
9059,청산,0.00098,0.00079
9060,청소,0.00716,0.00393
9061,청약,0.00128,0
9062,청와대,0.00045,0.00157
9063,청춘,0.01884,0.02945
9064,청취,0.00045,0.00039
9065,체가,0.0095,0.00746
9066,체감,0.00143,0.00157
9067,체계,0.01575,0.011
9068,체념,0.00106,0.00039
9069,체도,0.00897,0.00236
9070,체득,0.00113,0.00079
9071,체라,0.00038,0.00079
9072,체력,0.00181,0.00118
9073,체로,0.00196,0.00079
9074,체르노빌,0.00068,0.00039
9075,체온,0.00098,0
9076,체육,0.00053,0.00039
9077,체의,0.00083,0.00079
9078,체이스,0.00068,0
9079,체인,0.00121,0.00511
9080,체제,0.00377,0.00432
9081,체중,0.00075,0.00236
9082,체질,0.0009,0.00275
9083,체코,0.00053,0.00039
9084,체크,0.00528,0.0055
9085,체포,0.00053,0
9086,체험,0.01289,0.011
9087,체화,0.00075,0.00039
9088,쳐가다,0.00143,0
9089,쳐내다,0.0003,0.00236
9090,쳐다보다,0.00294,0.00314
9091,초가,0.00045,0.00039
9092,초교,0.00075,0
9093,초급,0.00279,0.00236
9094,초기,0.00852,0.01021
9095,초년,0.00347,0.00353
9096,초대,0.0043,0.00157
9097,초등,0.0903,0.04006
9098,초딩,0.0052,0.00353
9099,초래,0.00098,0.00039
9100,초록,0.0052,0.00157
9101,초반,0.02397,0.06754
9102,초보,0.04801,0.03142
9103,초상,0.00128,0.00079
9104,초서,0.00121,0.00118
9105,초석,0.00068,0.00079
9106,초속,0.00068,0.00039
9107,초심,0.00445,0.00589
9108,초엽,0.00113,0
9109,초원,0.00075,0
9110,초월,0.00445,0.00275
9111,초이스,0.00083,0.00039
9112,초인,0.00053,0.00118
9113,초임,0.0006,0
9114,초입,0.0009,0.00039
9115,초점,0.00475,0.00825
9116,초조,0.00173,0.00079
9117,초중,0.00166,0.00039
9118,초짜,0.00068,0.00039
9119,초창,0.00143,0.00236
9120,초코,0.0009,0.00039
9121,초콜렛,0.0006,0
9122,초콜릿,0.00415,0.00039
9123,초판,0.0306,0.02867
9124,초한지,0.00136,0.00118
9125,초호,0.00038,0.00118
9126,초회,0.00158,0
9127,촉감,0.00083,0.00039
9128,촉구,0.0009,0.00118
9129,촉발,0.00053,0.00079
9130,촉촉히,0.00053,0
9131,촌스럽다,0.00106,0.00393
9132,촌철,0.00302,0.00079
9133,촘촘히,0.00113,0.00039
9134,총리,0.00045,0.00039
9135,총명,0.00038,0.00079
9136,총몽,0.00068,0
9137,총사,0.00075,0
9138,총장,0.0006,0.00079
9139,총체,0.00068,0.00196
9140,촬영,0.00106,0.00079
9141,최강,0.00422,0.00314
9142,최고,0.22937,0.03181
9143,최규석,0.00136,0.00039
9144,최근,0.03686,0.02631
9145,최대,0.0095,0.0055
9146,최면,0.00038,0.00118
9147,최상,0.00196,0.00157
9148,최선,0.00972,0.00432
9149,최소,0.01055,0.0161
9150,최숙희,0.00196,0.00039
9151,최순,0.00068,0.00079
9152,최신,0.01485,0.00746
9153,최악,0.00339,0.07029
9154,최애,0.00445,0.00079
9155,최은영,0.00249,0.00196
9156,최은옥,0.00068,0
9157,최인호,0.00211,0.00079
9158,최재천,0.00068,0.00039
9159,최저,0.0006,0.00236
9160,최적,0.00339,0.00039
9161,최종,0.00347,0.00118
9162,최진기,0.00083,0.00118
9163,최진석,0.00098,0.00079
9164,최진영,0.00098,0
9165,최초,0.00611,0.00707
9166,최태성,0.00106,0.00039
9167,최현명,0.00053,0.00039
9168,최후,0.00286,0.00157
9169,쵸파,0.00068,0
9170,추가,0.01538,0.01414
9171,추격,0.00121,0.00118
9172,추구,0.00942,0.00903
9173,추다,0.00234,0.00275
9174,추락,0.00113,0.00196
9175,추록,0.00128,0.00079
9176,추론,0.00106,0.00353
9177,추리,0.06852,0.09071
9178,추리다,0.00407,0.00471
9179,추모,0.00136,0.00157
9180,추방,0.00068,0.00118
9181,추사,0.00038,0.00079
9182,추상,0.00294,0.00825
9183,추석,0.00482,0.00353
9184,추세,0.00075,0.00196
9185,추스리다,0.00113,0.00039
9186,추억,0.03671,0.01335
9187,추월,0.00158,0.00236
9188,추위,0.00106,0.00157
9189,추적,0.00362,0.00511
9190,추정,0.00113,0.00079
9191,추종,0.00136,0.00079
9192,추진,0.00136,0.00236
9193,추천,0.32321,0.19556
9194,추첨,0.00098,0
9195,추측,0.00219,0.00393
9196,추하다,0.00113,0.00157
9197,추행,0.0003,0.00314
9198,추후,0.00075,0.00157
9199,축구,0.00528,0.00196
9200,축복,0.00588,0.00039
9201,축산,0.00053,0.00039
9202,축소,0.00188,0.00196
9203,축약,0.00136,0.00393
9204,축이다,0.00038,0.00079
9205,축적,0.00324,0.00039
9206,축제,0.00196,0.00236
9207,축하,0.01025,0.00236
9208,춘향,0.00045,0.00079
9209,출간,0.09897,0.05969
9210,출고,0.00467,0.0106
9211,출구,0.00098,0.00157
9212,출근,0.0043,0.00157
9213,출동,0.00038,0.00079
9214,출력,0.00068,0.00157
9215,출발,0.00543,0.00314
9216,출산,0.00776,0.00275
9217,출생,0.00121,0.00079
9218,출석,0.00053,0
9219,출세,0.00098,0.00118
9220,출시,0.00754,0.00668
9221,출신,0.00709,0.00628
9222,출연,0.00196,0.00353
9223,출장,0.00106,0.00039
9224,출제,0.00656,0.00079
9225,출처,0.0006,0.00432
9226,출판,0.06769,0.21441
9227,출현,0.00136,0.00157
9228,출혈,0.00038,0.00079
9229,춤추다,0.00211,0.00196
9230,춥다,0.00528,0.00275
9231,충격,0.02804,0.03024
9232,충고,0.00415,0.00432
9233,충돌,0.00106,0.00039
9234,충동,0.00369,0.00393
9235,충만,0.00513,0.00314
9236,충분,0.00241,0.00157
9237,충분히,0.03754,0.03534
9238,충성,0.00241,0.00118
9239,충실,0.01658,0.01257
9240,충실히,0.00166,0.00118
9241,충전,0.00204,0.00118
9242,충족,0.0052,0.00746
9243,충청,0.00045,0.00039
9244,췌장,0.00362,0.00314
9245,취급,0.00294,0.0055
9246,취득,0.00106,0.00079
9247,취록,0.00015,0.00196
9248,취미,0.00724,0.00432
9249,취사,0.00188,0
9250,취소,0.00339,0.01532
9251,취약,0.00098,0.00118
9252,취업,0.01033,0.00236
9253,취재,0.00294,0.00393
9254,취지,0.00158,0.00668
9255,취직,0.00106,0
9256,취하다,0.00656,0.011
9257,취학,0.00068,0.00039
9258,취향,0.03332,0.08482
9259,츠바이크,0.00121,0
9260,츠바키,0.00075,0.00039
9261,측면,0.00761,0.01885
9262,측정,0.00053,0.00157
9263,츤데레,0.0009,0.00079
9264,치과,0.00362,0.00039
9265,치기,0.00173,0.00039
9266,치다,0.05208,0.07461
9267,치닫다,0.00128,0.00079
9268,치레,0.00045,0.00039
9269,치료,0.01206,0.00746
9270,치루다,0.00151,0.00118
9271,치르다,0.00143,0.00196
9272,치마,0.00264,0.00079
9273,치매,0.00219,0.00196
9274,치명,0.00219,0.00314
9275,치밀다,0.00128,0.00275
9276,치바,0.00136,0.00118
9277,치부,0.00309,0.00118
9278,치세,0.00173,0.00079
9279,치솟다,0.00053,0
9280,치수,0.0003,0.00118
9281,치아,0.00264,0
9282,치앙마이,0.00083,0
9283,치열,0.01387,0.00785
9284,치욕,0.00113,0
9285,치우다,0.00633,0.00353
9286,치우치다,0.00234,0.00628
9287,치유,0.0248,0.01178
9288,치의,0.0006,0.00039
9289,치이다,0.00317,0.00079
9290,치장,0.00053,0.00196
9291,치정,0.00045,0.00157
9292,치중,0.00181,0.00432
9293,치즈,0.00136,0.00118
9294,치카,0.00113,0.00079
9295,치키다,0.0009,0.00157
9296,치킨,0.00347,0.00628
9297,치하,0.00098,0.00039
9298,치환,0.0003,0.00157
9299,친구,0.14359,0.04752
9300,친근,0.00181,0.00039
9301,친밀,0.00211,0.00079
9302,친숙,0.00445,0.00079
9303,친애,0.00083,0
9304,친일,0.00151,0.00314
9305,친절,0.02209,0.02042
9306,친절히,0.00121,0.00236
9307,친정,0.00211,0.00039
9308,친척,0.00158,0.00275
9309,친필,0.00754,0.00118
9310,친하다,0.01063,0.00589
9311,친화,0.0006,0.00039
9312,칠판,0.00068,0
9313,침대,0.00309,0.00314
9314,침략,0.00068,0.00236
9315,침몰,0.00068,0.00118
9316,침묵,0.00505,0.00589
9317,침잠,0.0006,0.00039
9318,침착,0.00083,0.00236
9319,침체,0.0009,0.00039
9320,침해,0.0006,0.00039
9321,칭송,0.0006,0.00157
9322,칭찬,0.00867,0.01178
9323,칭하다,0.00128,0.00275
9324,카구,0.00053,0
9325,카너먼,0.00053,0.00039
9326,카네기,0.00098,0.00079
9327,카다,0.00143,0.00118
9328,카드,0.01945,0.01924
9329,카락,0.00053,0.00118
9330,카레,0.00173,0.00236
9331,카르,0.00083,0
9332,카르타,0.00106,0.00079
9333,카리스마,0.00151,0.00236
9334,카메라,0.00173,0.00118
9335,카모,0.0003,0.00157
9336,카뮈,0.00188,0.00393
9337,카버,0.00354,0.00118
9338,카산드라,0.00038,0.00079
9339,카스테라,0.00075,0.00039
9340,카스트,0.00053,0.00118
9341,카슨,0.00045,0.00039
9342,카야,0.00181,0.00118
9343,카오스,0.00038,0.00118
9344,카와이,0.0006,0
9345,카이,0.00045,0.00079
9346,카이사르,0.00053,0.00039
9347,카이텔,0.00075,0
9348,카인,0.00121,0.00039
9349,카잔차키스,0.00053,0
9350,카즈마,0.00128,0.00118
9351,카카오,0.00799,0.00196
9352,카쿠,0.00098,0
9353,카타,0.00038,0.00118
9354,카타르시스,0.00158,0.00118
9355,카테고리,0.00128,0.00471
9356,카토,0.00173,0
9357,카툰,0.0009,0.00079
9358,카트,0.00053,0
9359,카페,0.01809,0.01414
9360,카프카,0.00369,0.00236
9361,카피,0.00528,0.01139
9362,카피라이터,0.00173,0.00157
9363,칸트,0.00068,0.00157
9364,칼라,0.00256,0.00157
9365,칼럼,0.00362,0.00707
9366,캄보디아,0.00045,0.00039
9367,캐나다,0.00121,0.00157
9368,캐다,0.00249,0.00628
9369,캐럴,0.00053,0.00079
9370,캐롤,0.00023,0.00275
9371,캐리,0.00113,0.00039
9372,캐릭,0.00226,0.00157
9373,캐릭터,0.07342,0.08639
9374,캐미,0.00053,0
9375,캐서린,0.00045,0.00039
9376,캐스트,0.00942,0.00864
9377,캐스팅,0.00083,0.00039
9378,캐치,0.00075,0.00079
9379,캘리,0.00083,0
9380,캘린더,0.00271,0.00353
9381,캠프,0.00188,0.00039
9382,캠핑,0.00136,0
9383,캡쳐,0.00075,0.00157
9384,캡틴,0.00083,0
9385,커다,0.00188,0.00236
9386,커다랗다,0.00731,0.00118
9387,커리,0.00121,0.00039
9388,커리어,0.0006,0.00079
9389,커뮤니케이션,0.00075,0.00118
9390,커뮤니티,0.00083,0.00079
9391,커버,0.02111,0.0322
9392,커서,0.0003,0.00118
9393,커스,0.02872,0.00471
9394,커지다,0.00754,0.0055
9395,커트,0.00075,0.00039
9396,커트니,0.00053,0.00039
9397,커플,0.00987,0.00707
9398,커피,0.01786,0.0161
9399,컨디션,0.00053,0.00039
9400,컨설팅,0.00045,0.00196
9401,컨셉,0.00347,0.01257
9402,컨텐츠,0.00264,0.00393
9403,컨트롤,0.00128,0.00314
9404,컬러,0.0254,0.0161
9405,컬렉션,0.00181,0.00039
9406,컬쳐,0.00113,0.00196
9407,컴팩트,0.00083,0.00039
9408,컴퓨터,0.00535,0.00314
9409,컴플렉스,0.00106,0.00157
9410,케네디,0.00445,0.00393
9411,케르,0.00053,0.00039
9412,케릭,0.00083,0.00039
9413,케미,0.00204,0.00157
9414,케비,0.00075,0
9415,케이,0.00294,0.00118
9416,케이블,0.00045,0.00079
9417,케이스,0.0055,0.01689
9418,케이크,0.00482,0.00118
9419,케이트,0.00053,0.00039
9420,케익,0.00038,0.00079
9421,켈러,0.00068,0.00039
9422,켜다,0.00317,0.00353
9423,코끼리,0.00309,0.00236
9424,코난,0.00324,0.00236
9425,코너,0.00234,0.00236
9426,코넬리,0.00362,0.00353
9427,코니,0.00354,0.00196
9428,코드,0.01236,0.01649
9429,코딩,0.00558,0.00196
9430,코레,0.0009,0
9431,코르셋,0.00128,0.00157
9432,코리아,0.00143,0.00314
9433,코마,0.00053,0.00039
9434,코메,0.00075,0.00079
9435,코메디,0.00068,0.00118
9436,코멘,0.00151,0.00118
9437,코멘트,0.00113,0.00353
9438,코미,0.0009,0.00039
9439,코미디,0.00475,0.00314
9440,코믹,0.00731,0.00118
9441,코믹스,0.00889,0.00157
9442,코벤,0.0003,0.00118
9443,코스,0.00219,0.00079
9444,코스모스,0.00204,0.00196
9445,코스터,0.00136,0.00275
9446,코시노,0.00075,0.00079
9447,코어,0.00053,0.00157
9448,코엘료,0.00279,0.00236
9449,코우,0.0006,0
9450,코인,0.00023,0.00196
9451,코지,0.00113,0.00039
9452,코치,0.00068,0.00157
9453,코칭,0.00196,0.00118
9454,코코,0.00083,0.00039
9455,코코아,0.00075,0.00118
9456,코타로,0.00249,0.00314
9457,코트,0.00121,0.00039
9458,코팅,0.00106,0.00275
9459,코헤이,0.0006,0.00079
9460,콕콕,0.00188,0.00039
9461,콘서트,0.00332,0.00432
9462,콘크리트,0.00053,0
9463,콘텐츠,0.00264,0.00275
9464,콜드,0.0006,0.00039
9465,콜드플레이,0.00136,0
9466,콜라,0.00075,0.00079
9467,콜라보,0.00219,0.00079
9468,콜라보레이션,0.00045,0.00079
9469,콜라주,0.00045,0.00039
9470,콜레스테롤,0.00362,0.00079
9471,콜렉션,0.00068,0
9472,콜렉터,0.00045,0.00039
9473,콜린,0.0006,0
9474,콤비,0.00226,0.00157
9475,콤플렉스,0.0009,0.00118
9476,콩닥콩닥,0.0009,0
9477,콩쿠르,0.00053,0.00079
9478,쾌감,0.00317,0.00118
9479,쾌락,0.00173,0.00275
9480,쿄코,0.00151,0.00196
9481,쿠니,0.00053,0.00039
9482,쿠로,0.00068,0
9483,쿠로세,0.00083,0.00039
9484,쿠루미,0.00113,0
9485,쿠바,0.00128,0.00039
9486,쿠사카베,0.00053,0
9487,쿠션,0.00075,0
9488,쿠키,0.00573,0.00471
9489,쿠폰,0.00739,0.00432
9490,쿡쿡,0.0006,0.00039
9491,쿤데라,0.00354,0.00079
9492,쿨럭,0.00068,0
9493,퀀텀,0.00053,0.00157
9494,퀄리티,0.01168,0.01924
9495,퀴어,0.00075,0.0055
9496,퀴즈,0.00475,0.00236
9497,퀴즈쇼,0.00045,0.00196
9498,퀼트,0.00075,0
9499,큐브,0.00053,0
9500,큐브릭,0.00068,0.00079
9501,크나크다,0.00143,0.00157
9502,크다,0.24158,0.31769
9503,크러쉬,0.0006,0.00039
9504,크레마,0.00121,0.00314
9505,크레파스,0.00158,0
9506,크로스,0.00128,0.00039
9507,크로아티아,0.00053,0
9508,크루즈,0.00038,0.00079
9509,크리스,0.00098,0.00118
9510,크리스마스,0.01002,0.00039
9511,크리스챤,0.00045,0.00039
9512,크리스토프,0.00053,0.00079
9513,크리스티,0.00113,0.00236
9514,크리에이터,0.00151,0.00079
9515,크리에이티브,0.0003,0.00118
9516,크림,0.00128,0.00118
9517,크으,0.00136,0
9518,크크,0.00075,0
9519,크툴루,0.00113,0
9520,크흐,0.00121,0
9521,큭큭,0.00143,0.00039
9522,큰일나다,0.0006,0.00079
9523,클라라,0.00038,0.00079
9524,클라센,0.00053,0.00039
9525,클라스,0.00075,0.00039
9526,클라이맥스,0.0006,0
9527,클라크,0.00106,0.00039
9528,클래스,0.00158,0
9529,클래식,0.00761,0.00628
9530,클럽,0.00264,0.00432
9531,클로스,0.00128,0
9532,클리너,0.00098,0
9533,클리셰,0.00143,0.00746
9534,클리어,0.00332,0.00275
9535,클릭,0.00219,0.00079
9536,클림트,0.00158,0.00118
9537,클립,0.00271,0.00275
9538,키다,0.00256,0.00353
9539,키드,0.00324,0.00079
9540,키득거리다,0.00136,0.00039
9541,키득키득,0.00136,0
9542,키스,0.00143,0.00314
9543,키우다,0.06927,0.02985
9544,키워드,0.00603,0.00589
9545,키즈,0.00075,0
9546,키치,0.0006,0.00079
9547,키토,0.0003,0.00118
9548,키트,0.00347,0.00314
9549,키퍼,0.00045,0.00157
9550,키호테,0.00083,0.00039
9551,킥킥,0.00083,0
9552,킥킥거리다,0.00053,0.00039
9553,킥킥대다,0.00053,0.00039
9554,킨들,0.00008,0.00275
9555,킬러,0.00234,0.00079
9556,킬링,0.00354,0.01924
9557,타격,0.00068,0.00079
9558,타계,0.00045,0.00039
9559,타고나다,0.00407,0.00511
9560,타국,0.00106,0
9561,타기,0.00068,0.00118
9562,타나카,0.00053,0
9563,타나토노트,0.00053,0.00039
9564,타다,0.03754,0.03691
9565,타락,0.0009,0.00079
9566,타래,0.00068,0.00079
9567,타령,0.0006,0.00471
9568,타로,0.00143,0.00118
9569,타르,0.0006,0.00079
9570,타르트,0.00068,0
9571,타리,0.00053,0
9572,타마,0.00188,0.00039
9573,타블로,0.00113,0.00236
9574,타사,0.00068,0.00275
9575,타샤,0.00339,0.00039
9576,타성,0.00045,0.00039
9577,타심,0.00053,0
9578,타오르다,0.0009,0.00039
9579,타올,0.00106,0.00196
9580,타요,0.00083,0.00079
9581,타우누스,0.00166,0.00157
9582,타운,0.00106,0.00039
9583,타워,0.00045,0.00118
9584,타월,0.00023,0.00157
9585,타의,0.00166,0.00118
9586,타이,0.00166,0.00079
9587,타이밍,0.00347,0.0055
9588,타이베이,0.00075,0
9589,타이완,0.00045,0.00039
9590,타이치,0.00068,0.00079
9591,타이탄,0.0003,0.00118
9592,타이틀,0.00377,0.01021
9593,타인,0.02631,0.01964
9594,타임,0.00867,0.02395
9595,타입,0.00181,0.00628
9596,타자,0.00392,0.00393
9597,타지,0.00196,0.00275
9598,타츠야,0.00068,0
9599,타츠유키,0.0009,0
9600,타카기,0.00158,0
9601,타카라이,0.00045,0.00039
9602,타파,0.00121,0.00039
9603,타하,0.00083,0
9604,타협,0.00151,0.00196
9605,타히티,0.0003,0.00118
9606,탁상,0.00083,0.00079
9607,탄광,0.0006,0.00039
9608,탄도,0.00113,0
9609,탄력,0.00332,0.00079
9610,탄복,0.00128,0.00039
9611,탄산,0.00038,0.00079
9612,탄생,0.01937,0.00982
9613,탄성,0.00136,0.00039
9614,탄수화,0.00128,0.00118
9615,탄식,0.0003,0.00118
9616,탄압,0.00068,0.00079
9617,탄탄,0.00181,0.00039
9618,탄탄히,0.00106,0
9619,탄핵,0.00166,0.00628
9620,탈락,0.00045,0.00039
9621,탈무드,0.00173,0.00275
9622,탈북,0.00015,0.00196
9623,탈자,0.00083,0.00432
9624,탈출,0.00437,0.00314
9625,탈탈,0.00068,0
9626,탈피,0.00106,0.00039
9627,탐구,0.00882,0.00432
9628,탐나다,0.00294,0.00079
9629,탐내다,0.00053,0.00039
9630,탐독,0.00226,0.00039
9631,탐미,0.00098,0.00118
9632,탐방,0.00188,0.00314
9633,탐사,0.00098,0
9634,탐색,0.00234,0.00039
9635,탐욕,0.00234,0.00353
9636,탐정,0.01447,0.0106
9637,탐정단,0.00053,0.00196
9638,탐험,0.00234,0.00196
9639,태교,0.00271,0.00079
9640,태국,0.00075,0.00039
9641,태그,0.00038,0.00079
9642,태극,0.00053,0
9643,태다,0.0006,0.00039
9644,태도,0.02322,0.02356
9645,태백,0.00317,0.00118
9646,태블릿,0.00083,0.00157
9647,태생,0.00083,0.00039
9648,태양,0.00565,0.00432
9649,태어나다,0.02306,0.01374
9650,태연,0.0003,0.00157
9651,태엽,0.00256,0.00039
9652,태영,0.00075,0.00079
9653,태왕,0.00151,0.00039
9654,태우다,0.00249,0.00236
9655,태자,0.00053,0.00039
9656,태종,0.00098,0
9657,태초,0.00053,0.00079
9658,태클,0.00045,0.00079
9659,태평,0.00166,0.00039
9660,태풍,0.00068,0
9661,태피스트리,0.0006,0
9662,태화,0.0009,0
9663,태후,0.0003,0.00157
9664,택배,0.00769,0.01021
9665,택하다,0.00354,0.00157
9666,터너,0.00106,0
9667,터널,0.00136,0.00079
9668,터닝,0.00151,0.00039
9669,터득,0.00279,0.00118
9670,터뜨리다,0.00128,0.00079
9671,터리,0.00196,0.00236
9672,터무니,0.0006,0.00236
9673,터무니없다,0.00068,0.00196
9674,터스,0.00053,0
9675,터전,0.0006,0.00039
9676,터지다,0.01907,0.00864
9677,터짐,0.0006,0
9678,터치,0.00204,0.00157
9679,터키,0.00211,0.00039
9680,터트리다,0.00053,0.00118
9681,턱턱,0.00053,0.00079
9682,털다,0.0049,0.00275
9683,털리다,0.0006,0
9684,털어놓다,0.00068,0.00039
9685,텀블벅,0.00106,0.00511
9686,테두리,0.0009,0.00196
9687,테드,0.00271,0.00157
9688,테라,0.00113,0
9689,테러,0.00407,0.00157
9690,테레자,0.00045,0.00039
