id,term,positive_score,nagative_score
9691,테레즈,0.00045,0.00157
9692,테리,0.00045,0.00079
9693,테마,0.00445,0.00628
9694,테메레르,0.00121,0.00039
9695,테스,0.00053,0
9696,테스트,0.00294,0.00236
9697,테슬라,0.00053,0.00039
9698,테오,0.00068,0.00039
9699,테이블,0.00098,0.00079
9700,테이크,0.00068,0.00039
9701,테이프,0.00211,0.00275
9702,테일,0.00098,0.00039
9703,테크,0.02872,0.0161
9704,테크닉,0.00113,0.00157
9705,텍스트,0.00746,0.00746
9706,텐션,0.00045,0.00079
9707,텔러,0.00045,0.00039
9708,텔레비전,0.00181,0
9709,텔링,0.00648,0.00746
9710,템테이션,0.0006,0.00039
9711,템포,0.00121,0.00118
9712,토끼,0.01108,0.00275
9713,토끼다,0.00045,0.00039
9714,토니,0.00075,0
9715,토닥이다,0.00211,0
9716,토닥토닥,0.00188,0.00079
9717,토대,0.00505,0.00353
9718,토로,0.00151,0.00118
9719,토론,0.00837,0.01021
9720,토리,0.00158,0.00039
9721,토마스,0.00113,0.00079
9722,토마시,0.00053,0.00039
9723,토마토,0.00068,0.00079
9724,토막,0.00098,0.00196
9725,토베,0.00106,0
9726,토스,0.00045,0.00039
9727,토스트,0.00106,0
9728,토양,0.0006,0
9729,토이,0.00075,0.00039
9730,토익,0.03867,0.01649
9731,토종,0.00068,0
9732,토지,0.00709,0.00314
9733,토카,0.00045,0.00039
9734,토크,0.00249,0.00118
9735,토토,0.00158,0.00118
9736,토플,0.00219,0.00157
9737,토하다,0.00113,0.00157
9738,톡톡,0.00234,0.00118
9739,톡톡히,0.00136,0.00039
9740,톨스토이,0.00264,0.00157
9741,통계,0.00799,0.01414
9742,통곡,0.00053,0.00079
9743,통과,0.00294,0.00039
9744,통념,0.00143,0.00079
9745,통독,0.0009,0.00118
9746,통사,0.00053,0
9747,통섭,0.0006,0.00118
9748,통속,0.00128,0.00707
9749,통수,0.00482,0.01374
9750,통신,0.00106,0.00039
9751,통역,0.00015,0.00471
9752,통용,0.00106,0.00039
9753,통일,0.00641,0.00707
9754,통장,0.00339,0.00196
9755,통제,0.00452,0.00393
9756,통증,0.00196,0.00118
9757,통찰,0.03844,0.03181
9758,통치,0.00106,0.00275
9759,통쾌,0.01108,0.00314
9760,통통,0.00211,0.00118
9761,통틀다,0.00075,0
9762,통하다,0.23653,0.07854
9763,통합,0.00271,0.00118
9764,통화,0.00098,0.00079
9765,퇴고,0.00053,0.00039
9766,퇴근,0.01018,0.00511
9767,퇴마,0.00045,0.00118
9768,퇴보,0.00053,0.00196
9769,퇴사,0.00158,0.00432
9770,퇴색,0.00045,0.00039
9771,퇴직,0.00128,0
9772,퇴폐,0.0006,0.00157
9773,퇴행,0.00053,0.00157
9774,퇴화,0.00053,0
9775,투기,0.00068,0.00314
9776,투더,0.0006,0.00039
9777,투덜거리다,0.0009,0.00196
9778,투덜대다,0.00045,0.00039
9779,투리,0.00083,0.00039
9780,투명,0.00739,0.00864
9781,투병,0.00181,0.00118
9782,투사,0.00083,0.00079
9783,투시,0.00038,0.00079
9784,투어,0.00083,0.00157
9785,투영,0.00317,0.00079
9786,투입,0.00023,0.00157
9787,투자,0.06942,0.05459
9788,투쟁,0.00543,0.00236
9789,투정,0.00075,0.00118
9790,투표,0.0046,0.00157
9791,툭툭,0.00158,0.00196
9792,툭하면,0.00038,0.00079
9793,튀기,0,0.00314
9794,튀기다,0.00083,0.00039
9795,튀김,0.00106,0.00039
9796,튀다,0.00535,0.00511
9797,튀어나오다,0.00234,0.00471
9798,튜더,0.00106,0.00157
9799,튜버,0.00249,0.00236
9800,튜브,0.00068,0.00079
9801,튜토리얼,0.00045,0.00039
9802,트다,0.00188,0.00196
9803,트라우마,0.00302,0.00314
9804,트랙,0.0006,0.00039
9805,트랙터,0.00053,0
9806,트랜,0.00053,0.00039
9807,트랜드,0.00121,0.00275
9808,트랩,0.00098,0.00039
9809,트럭,0.00053,0.00039
9810,트럼프,0.00226,0.00353
9811,트렁크,0.0006,0.00039
9812,트레이너,0.00075,0.00079
9813,트레이닝,0.0009,0.00039
9814,트레이싱,0.0003,0.00118
9815,트레인,0.00045,0.00196
9816,트레일러,0.00136,0.00157
9817,트렌드,0.00776,0.01139
9818,트렌디,0.0006,0.00157
9819,트롤,0.00068,0.00039
9820,트리,0.00249,0.00196
9821,트릭,0.00618,0.0161
9822,트립,0.00121,0
9823,트와일라잇,0.00196,0.00157
9824,트위터,0.00407,0.00589
9825,트윗,0.00053,0.00039
9826,트이다,0.00196,0.00079
9827,특강,0.00279,0.00275
9828,특공,0.00045,0.00039
9829,특권,0.00136,0.00118
9830,특급,0.00166,0.00157
9831,특기,0.0006,0.00118
9832,특별,0.04447,0.06008
9833,특별히,0.00354,0.00746
9834,특색,0.00204,0.00393
9835,특성,0.00633,0.00511
9836,특수,0.00128,0.00314
9837,특유,0.03098,0.0377
9838,특이,0.01575,0.0161
9839,특전,0.0098,0.0055
9840,특정,0.00384,0.00942
9841,특징,0.01025,0.01374
9842,특출나다,0.0006,0.00118
9843,특허,0.00068,0.00039
9844,특히,0.1013,0.06519
9845,틀다,0.01696,0.02003
9846,틀리다,0.01688,0.03809
9847,틀림없다,0.00422,0.00589
9848,틀림없이,0.00053,0.00039
9849,틀어지다,0.00053,0.00039
9850,틈나다,0.00098,0.00039
9851,틈틈이,0.00362,0.00236
9852,틈틈히,0.00286,0.00039
9853,티나다,0.0006,0.00157
9854,티다,0.00188,0.00353
9855,티벳,0.00053,0
9856,티비,0.00445,0.00353
9857,티셔츠,0.0009,0.00353
9858,티아,0.00053,0
9859,티켓,0.00098,0
9860,파격,0.00294,0.00314
9861,파고듣다,0.00241,0.00236
9862,파고들다,0.00286,0.00393
9863,파괴,0.00535,0.00628
9864,파국,0.00083,0
9865,파급,0.00053,0.00039
9866,파노라마,0.00083,0.00039
9867,파닉스,0.00181,0.00039
9868,파다,0.0052,0.00668
9869,파도,0.00204,0.00079
9870,파동,0.00113,0.00118
9871,파드,0.00053,0
9872,파라다이스,0.00106,0.00157
9873,파란,0.00399,0.00118
9874,파랑,0.00128,0.00118
9875,파랗다,0.00422,0.00628
9876,파랭이,0.0006,0.00039
9877,파렴치,0.00075,0
9878,파리,0.00648,0.00982
9879,파멸,0.00173,0.00196
9880,파문,0.00045,0.00079
9881,파묻히다,0.00113,0
9882,파본,0.00294,0.0055
9883,파산,0.00068,0.00196
9884,파생,0.00083,0.00118
9885,파손,0.00128,0.00118
9886,파수,0.00196,0.00079
9887,파스타,0.00068,0.00118
9888,파스텔,0.00098,0.00039
9889,파시즘,0.00121,0.00118
9890,파악,0.0153,0.01728
9891,파업,0.00339,0.00118
9892,파우,0.00234,0.0055
9893,파우스트,0.00075,0.00118
9894,파울,0.00158,0.00118
9895,파울로,0.00053,0
9896,파워,0.00294,0.00314
9897,파이,0.00219,0.00118
9898,파이널,0.00121,0
9899,파이다,0.00188,0.00157
9900,파이썬,0.00128,0.00079
9901,파이팅,0.00384,0.00039
9902,파일,0.0052,0.01453
9903,파장,0.00113,0
9904,파주,0.0006,0.00039
9905,파충,0.00053,0
9906,파크,0.00113,0.00157
9907,파킨슨,0.00038,0.00079
9908,파탄,0.0006,0
9909,파트,0.00807,0.01453
9910,파트너,0.00106,0.00118
9911,파티,0.00286,0.00236
9912,파파,0.00317,0.00039
9913,파파이스,0.00053,0
9914,파편,0.00196,0.00079
9915,파피용,0.00053,0.00118
9916,파하다,0.00045,0.00039
9917,파헤치다,0.00746,0.00393
9918,팍팍,0.00513,0.00275
9919,판결,0.00256,0.00314
9920,판과,0.00151,0.00118
9921,판권,0.00098,0.00432
9922,판다,0.00045,0.00079
9923,판단,0.01583,0.02003
9924,판도,0.0055,0.00275
9925,판례,0.00121,0.00196
9926,판매,0.02035,0.0483
9927,판본,0.0049,0.00707
9928,판사,0.00656,0.00668
9929,판서,0.00083,0
9930,판정,0.00053,0.00079
9931,판치다,0.00106,0.00118
9932,판타,0.00053,0.00118
9933,판타지,0.04244,0.02788
9934,판형,0.00482,0.00825
9935,판화,0.00075,0.00079
9936,팔다,0.05254,0.14098
9937,팔레스타인,0.00053,0.00079
9938,팔리다,0.01153,0.04359
9939,팔방,0.00045,0.00039
9940,팔아먹다,0.00083,0.00982
9941,팔자,0.00075,0.00039
9942,팔찌,0.00045,0.00039
9943,팝송,0.00143,0
9944,팝업,0.00302,0.00039
9945,팡팡,0.00121,0
9946,팥빙수,0.00053,0
9947,패권,0.0003,0.00157
9948,패기,0.00075,0.00157
9949,패널,0.00053,0.00079
9950,패다,0.00399,0.0055
9951,패드,0.00671,0.00432
9952,패러다임,0.00196,0.00157
9953,패러독스,0.00053,0.00118
9954,패러디,0.00219,0.00196
9955,패배,0.00136,0.00275
9956,패션,0.00482,0.00393
9957,패스,0.00618,0.01649
9958,패자,0.00068,0
9959,패전,0.00038,0.00079
9960,패키지,0.00279,0.00314
9961,패터슨,0.00053,0
9962,패턴,0.01183,0.02749
9963,팩션,0.0009,0.00039
9964,팬티,0.00053,0.00118
9965,팽이,0.0006,0.00039
9966,팽창,0.00068,0
9967,퍼뜨리다,0.00038,0.00118
9968,퍼스,0.00045,0.00039
9969,퍼스널,0.00204,0.00393
9970,퍼스트,0.00106,0.00039
9971,퍼시,0.00053,0
9972,퍼즐,0.01259,0.0106
9973,퍼지다,0.00271,0.00275
9974,펀드,0.00497,0.00275
9975,펀딩,0.00859,0.00314
9976,펀치,0.00075,0
9977,펑펑,0.00452,0.00039
9978,페도필리아,0,0.00432
9979,페루,0.00113,0.00157
9980,페르난두,0.00053,0
9981,페리,0.00083,0
9982,페미,0.00158,0.00864
9983,페미니스트,0.00475,0.00982
9984,페미니즘,0.02261,0.04241
9985,페북,0.00113,0.00236
9986,페소아,0.00106,0.00039
9987,페스트,0.00113,0
9988,페이,0.00226,0.00157
9989,페이스,0.00452,0.00511
9990,페이지,0.07764,0.16965
9991,페이트,0.00053,0.00039
9992,페이퍼,0.00211,0.00079
9993,페이퍼백,0.00234,0.00275
9994,페터,0.00053,0.00079
9995,펭귄,0.00867,0.00628
9996,펴내다,0.00241,0.00353
9997,펴다,0.0306,0.0271
9998,펴지다,0.00053,0.00157
9999,편견,0.01997,0.01021
10000,편곡,0.00181,0.00039
10001,편도,0.0098,0.00196
10002,편들다,0.00053,0.00118
10003,편리,0.00467,0.00275
10004,편성,0.00053,0
10005,편승,0.00068,0.00668
10006,편식,0.00467,0.00196
10007,편안,0.03309,0.0161
10008,편안히,0.00113,0.00079
10009,편역,0.00038,0.00118
10010,편의,0.01266,0.01021
10011,편입,0.00106,0
10012,편중,0.00038,0.00079
10013,편지,0.01651,0.00707
10014,편집,0.0245,0.07658
10015,편차,0.0006,0.00236
10016,편찬,0.0006,0.00039
10017,편파,0.0003,0.00157
10018,편하다,0.071,0.0483
10019,편향,0.00219,0.01257
10020,편협,0.00113,0.01021
10021,편혜영,0.00204,0.00079
10022,편히,0.00384,0.00196
10023,펼쳐지다,0.01997,0.00471
10024,펼치다,0.04809,0.03102
10025,폄하,0.00113,0.00353
10026,평가,0.01997,0.03966
10027,평균,0.00317,0.00864
10028,평단,0.00121,0.00039
10029,평등,0.01206,0.01492
10030,평론,0.00573,0.0106
10031,평면,0.00053,0.00314
10032,평민,0.00075,0
10033,평상,0.00098,0.00118
10034,평생,0.0193,0.01217
10035,평소,0.04048,0.02081
10036,평안,0.00264,0
10037,평양,0.00083,0.00314
10038,평온,0.00399,0.00157
10039,평이,0.01123,0.03574
10040,평작,0.00023,0.00432
10041,평전,0.00332,0.00275
10042,평점,0.00422,0.02435
10043,평정,0.00075,0.00039
10044,평타,0.0009,0.00471
10045,평판,0.00068,0.00196
10046,평하다,0.00151,0.00589
10047,평행,0.00098,0.00039
10048,평화,0.01131,0.00864
10049,폐기,0.00098,0.00236
10050,폐부,0.0009,0
10051,폐쇄,0.0006,0.00079
10052,폐인,0.00053,0
10053,폐지,0.00075,0.00157
10054,폐해,0.00121,0.00157
10055,폐허,0.00106,0
10056,포괄,0.00121,0.00236
10057,포기,0.02163,0.03731
10058,포도,0.0006,0.00039
10059,포드,0.00053,0.00039
10060,포로,0.00068,0
10061,포르노,0.00053,0.00118
10062,포르투,0.00075,0.00039
10063,포르투갈,0.00136,0
10064,포만,0.00068,0
10065,포맷,0.00083,0
10066,포비,0.00053,0
10067,포스,0.00136,0.00079
10068,포스터,0.01025,0.02003
10069,포스트,0.00286,0.00196
10070,포스트잇,0.00211,0.00157
10071,포스팅,0.00068,0.00039
10072,포식,0.0006,0.00118
10073,포옹,0.00045,0.00079
10074,포용,0.00166,0.00118
10075,포유,0.00181,0.00903
10076,포인트,0.01229,0.00942
10077,포장,0.01108,0.03966
10078,포즈,0.00098,0.00393
10079,포지,0.00083,0.00039
10080,포지션,0.0003,0.00157
10081,포진,0.00045,0.00039
10082,포착,0.00384,0.00314
10083,포카,0.00068,0.00275
10084,포커스,0.00075,0.00275
10085,포켓,0.00098,0.00118
10086,포크,0.00068,0.00118
10087,포크너,0.00068,0.00157
10088,포터,0.02254,0.01139
10089,포털,0.0003,0.00118
10090,포토,0.00686,0.01335
10091,포토북,0.00128,0.00353
10092,포트,0.00113,0
10093,포포,0.00083,0
10094,포퓰리즘,0.00038,0.00118
10095,포함,0.0147,0.0161
10096,폭격,0.00083,0.00079
10097,폭넓다,0.00347,0.00079
10098,폭락,0.00053,0.00039
10099,폭력,0.01847,0.02238
10100,폭로,0.00038,0.00079
10101,폭발,0.00626,0.00236
10102,폭소,0.00045,0.00039
10103,폭염,0.00045,0.00079
10104,폭주,0.00158,0.00157
10105,폭탄,0.00113,0
10106,폭포,0.0006,0.00039
10107,폭풍,0.00513,0.00275
10108,폭행,0.0009,0.00236
10109,폰트,0.00188,0.00432
10110,폴란드,0.00053,0.00039
10111,표기,0.00339,0.01021
10112,표류,0.00121,0.00079
10113,표면,0.00121,0.00118
10114,표방,0.0003,0.00157
10115,표백,0.00045,0.00157
10116,표본,0.00113,0.00118
10117,표시,0.00543,0.00982
10118,표절,0.00098,0.02238
10119,표정,0.01334,0.00471
10120,표제,0.00151,0.00196
10121,표준,0.00113,0.00196
10122,표지,0.1607,0.18653
10123,표출,0.00121,0.00118
10124,표현,0.12249,0.10681
10125,푸념,0.00038,0.00118
10126,푸다,0.00302,0.00157
10127,푸드,0.0009,0.00157
10128,푸르다,0.00362,0.00314
10129,푸르르다,0.00053,0
10130,푸우,0.0006,0
10131,푸욱,0.00075,0
10132,푸코,0.00196,0.00039
10133,풀다,0.09512,0.0699
10134,풀리다,0.01191,0.01139
10135,풀어내다,0.0346,0.02513
10136,풀어놓다,0.00701,0.00628
10137,풀어쓰다,0.00407,0.00746
10138,풀어지다,0.00166,0.00157
10139,풀이,0.01485,0.01846
10140,풀풀,0.00038,0.00118
10141,품격,0.0043,0.00236
10142,품다,0.01296,0.00511
10143,품달,0.00045,0.00039
10144,품목,0.00045,0.00039
10145,품위,0.00241,0.00079
10146,품절,0.0156,0.01139
10147,품질,0.00309,0.0106
10148,품평,0.00023,0.00236
10149,풍경,0.01553,0.00982
10150,풍광,0.00053,0.00039
10151,풍기다,0.00407,0.00471
10152,풍덩,0.0009,0
10153,풍미,0.00075,0.00039
10154,풍선,0.00121,0.00196
10155,풍속,0.0006,0.00157
10156,풍수,0.00166,0.00079
10157,풍습,0.00158,0
10158,풍요,0.00603,0.00314
10159,풍자,0.00678,0.00471
10160,퓨전,0.00053,0.00079
10161,퓰리처,0.00068,0.00039
10162,프라,0.00106,0
10163,프라이어,0.00143,0
10164,프라임,0.00045,0.00039
10165,프라하,0.00098,0
10166,프랑스,0.01319,0.01178
10167,프랑켄슈타인,0.00075,0.00039
10168,프래,0.00136,0.00079
10169,프레,0.00045,0.00039
10170,프레드릭,0.00196,0.00039
10171,프레임,0.00769,0.00668
10172,프렌즈,0.00354,0.00079
10173,프로,0.01018,0.0106
10174,프로그래머,0.00083,0
10175,프로그래밍,0.00204,0.00236
10176,프로그램,0.00754,0.0055
10177,프로그레시브,0.00068,0
10178,프로세스,0.0006,0
10179,프로이트,0.00279,0.00275
10180,프로젝트,0.00445,0.00118
10181,프로파일러,0.00098,0.00079
10182,프로파일링,0.00075,0.00079
10183,프로필,0.0009,0.00118
10184,프롤로그,0.00249,0.00511
10185,프롬,0.00106,0.00039
10186,프루스트,0.00075,0
10187,프리,0.00136,0.00079
10188,프리랜서,0.00098,0.00079
10189,프리모,0.0006,0
10190,프리미엄,0.00083,0
10191,프리퀄,0.00234,0.00196
10192,프린트,0.0006,0.00196
10193,프린팅,0.00045,0.00118
10194,플라스틱,0.00173,0.00118
10195,플라이,0.00053,0.00039
10196,플라톤,0.00181,0.00079
10197,플래너,0.0006,0.00039
10198,플래닛,0.0003,0.00118
10199,플랜,0.00113,0.00079
10200,플랩,0.00588,0.00039
10201,플랫폼,0.00166,0.00236
10202,플러스,0.00181,0.00236
10203,플레이,0.00166,0.00039
10204,플레이스,0.00053,0
10205,플레이어,0.00038,0.00079
10206,플레인,0.00075,0.00196
10207,플로,0.00121,0.00118
10208,플롯,0.00377,0.00942
10209,플린,0.00136,0.00157
10210,플립,0.00075,0
10211,피곤,0.0058,0.01139
10212,피너츠,0.00136,0
10213,피다,0.01613,0.01296
10214,피드백,0.00106,0.00353
10215,피디,0.0006,0.00039
10216,피라미드,0.0006,0.00039
10217,피력,0.00038,0.00118
10218,피로,0.00595,0.00707
10219,피리,0.00038,0.00079
10220,피버,0.00068,0
10221,피부,0.00415,0.00236
10222,피상,0.00113,0.00785
10223,피스,0.00181,0.00118
10224,피식,0.0046,0.00157
10225,피식피식,0.00121,0.00079
10226,피아,0.00151,0.00079
10227,피아노,0.01176,0.00393
10228,피어나다,0.00286,0.00039
10229,피우다,0.00204,0.00236
10230,피자,0.00083,0.00039
10231,피처,0.00053,0.00079
10232,피천득,0.0006,0
10233,피츠제럴드,0.00113,0.00118
10234,피케,0.00068,0.00039
10235,피크닉,0.0003,0.00118
10236,피타고라스,0.00045,0.00079
10237,피터,0.00309,0.00236
10238,피터슨,0.00053,0.00039
10239,피터팬,0.00068,0.00079
10240,피트,0.00106,0.00079
10241,피폐,0.00106,0.00118
10242,피폭,0.00053,0
10243,피프티,0.0009,0.00079
10244,피플,0.00294,0.00157
10245,피하다,0.01048,0.01689
10246,피해,0.01221,0.01924
10247,픽사,0.00332,0
10248,픽션,0.00693,0.00471
10249,픽처,0.00136,0.00079
10250,핀란드,0.00106,0.00196
10251,핀치,0.0006,0.00039
10252,필기,0.01085,0.00864
10253,필독,0.04409,0.00707
10254,필력,0.02291,0.02395
10255,필름,0.00143,0.00236
10256,필리,0.00136,0.00039
10257,필립,0.00166,0.00157
10258,필명,0.0009,0.00157
10259,필사,0.00791,0.00275
10260,필수,0.01801,0.00668
10261,필연,0.00279,0.00118
10262,필요,0.24052,0.18575
10263,필자,0.00369,0.00668
10264,필체,0.00339,0.00118
10265,필치,0.00158,0
10266,필터,0.0003,0.00196
10267,필히,0.00211,0.00079
10268,핑계,0.00369,0.00393
10269,핑크,0.00309,0.00903
10270,하권,0.00128,0.00118
10271,하극상,0.00136,0.00039
10272,하나,0.03256,0.00942
10273,하나하나,0.00128,0.00039
10274,하네,0.00075,0.00118
10275,하녀,0.00226,0.00039
10276,하느,0.00128,0.00039
10277,하늘,0.0147,0.00982
10278,하단,0.00045,0.00039
10279,하도,0.00362,0.00825
10280,하드,0.00332,0.00393
10281,하드보일드,0.00143,0.00157
10282,하드웨어,0.00053,0.00118
10283,하드커버,0.00369,0.00864
10284,하라다,0.00415,0.00236
10285,하라리,0.00279,0.00393
10286,하락,0.00053,0.00236
10287,하렘,0.00151,0.00157
10288,하루,0.11713,0.08286
10289,하루빨리,0.00136,0.00079
10290,하루키,0.00497,0.00628
10291,하룻,0.00158,0.00039
10292,하리,0.00121,0.00236
10293,하리다,0.00045,0.00039
10294,하마터면,0.0003,0.00157
10295,하버드,0.00799,0.01689
10296,하상욱,0.00151,0.00118
10297,하수,0.00045,0.00157
10298,하스미,0.0006,0.00079
10299,하심,0.00045,0.00079
10300,하아,0.0009,0.00039
10301,하악,0.00045,0.00079
10302,하양,0.00113,0
10303,하얗다,0.00377,0.00314
10304,하여간,0.00106,0.00079
10305,하여금,0.00482,0.00353
10306,하염없이,0.00136,0.00079
10307,하와이,0.00083,0
10308,하우,0.01907,0.01021
10309,하우스,0.00324,0.00589
10310,하위,0.00068,0.00353
10311,하의,0.00075,0
10312,하이,0.00166,0.00353
10313,하이드,0.00053,0
10314,하이라이트,0.00113,0.00118
10315,하자,0.00068,0.00118
10316,하정우,0.00309,0.00157
10317,하지만,0.00279,0.0055
10318,하지메,0.00098,0
10319,하차,0.00075,0.00785
10320,하찮다,0.00188,0.00236
10321,하트,0.00219,0.00039
10322,하튼,0.00113,0.00196
10323,하퍼,0.00068,0.00039
10324,하편,0.0006,0
10325,하품,0.00068,0.00079
10326,하프,0.00075,0.00079
10327,하필,0.00136,0.00275
10328,하하,0.00482,0.00353
10329,하하하,0.00271,0.00275
10330,하하하하,0.00083,0.00079
10331,하핫,0.00075,0.00039
10332,학계,0.00053,0.00118
10333,학과,0.00196,0.00275
10334,학교,0.11495,0.04634
10335,학구,0.00053,0.00079
10336,학군,0.00068,0.00039
10337,학급,0.00211,0.00039
10338,학기,0.00505,0.00157
10339,학년,0.09384,0.03456
10340,학대,0.00204,0.00353
10341,학도,0.00136,0.00236
10342,학력,0.00136,0.00236
10343,학문,0.01146,0.01178
10344,학벌,0.00053,0.00079
10345,학부,0.00068,0.00157
10346,학사,0.00053,0.00079
10347,학산,0.00113,0
10348,학살,0.00234,0.00039
10349,학생,0.06467,0.05694
10350,학수,0.00121,0.00039
10351,학술,0.00166,0.00393
10352,학습,0.03724,0.02631
10353,학업,0.00121,0.00039
10354,학원,0.01455,0.01257
10355,학위,0.00015,0.00196
10356,학자,0.01214,0.01924
10357,학창,0.00859,0.0055
10358,한가득,0.00241,0.00157
10359,한강,0.00799,0.00432
10360,한결,0.00445,0.00511
10361,한결같이,0.00068,0.00196
10362,한계,0.01304,0.02749
10363,한국,0.15806,0.16886
10364,한국식,0.0009,0.00275
10365,한글,0.02796,0.02238
10366,한꺼번에,0.00686,0.00982
10367,한껏,0.00264,0.00236
10368,한나,0.00053,0
10369,한남,0.00158,0.00314
10370,한낱,0.00068,0.00039
10371,한말,0.00053,0.00039
10372,한문,0.00181,0.00236
10373,한바탕,0.00068,0.00039
10374,한발,0.00241,0.00039
10375,한방,0.00497,0.00432
10376,한번,0.00573,0.00275
10377,한병철,0.00136,0.00079
10378,한복,0.00188,0.00079
10379,한비,0.00121,0.00039
10380,한비야,0.00286,0.00079
10381,한스,0.00173,0.00196
10382,한식,0.00136,0.00157
10383,한아,0.00053,0.00039
10384,한없이,0.0055,0.00511
10385,한옥,0.0006,0
10386,한자,0.03422,0.01453
10387,한정,0.03648,0.05144
10388,한지,0.00068,0.00039
10389,한창,0.00452,0.00079
10390,한층,0.00618,0.00196
10391,한탄,0.00121,0.00275
10392,한트케,0.0006,0.00079
10393,한혜진,0.0009,0.00039
10394,할러,0.00083,0.00079
10395,할런,0.00038,0.00118
10396,할리우드,0.00045,0.00157
10397,할리퀸,0.00045,0.00118
10398,할매,0.00136,0
10399,할머,0.00068,0
10400,할머니,0.04138,0.01217
10401,할멈,0.00098,0
10402,할배,0.0006,0.00157
10403,할보,0.00045,0.00039
10404,할아버지,0.01756,0.00589
10405,할애,0.00121,0.00393
10406,할인,0.00633,0.0055
10407,할지,0.00121,0.00118
10408,핥다,0.00075,0.00157
10409,함께,0.2559,0.05694
10410,함꼐,0.0009,0
10411,함량,0,0.00314
10412,함몰,0.00045,0.00039
10413,함부로,0.00302,0.00471
10414,함수,0.00045,0.00039
10415,함양,0.00053,0.00079
